,idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand,model,type,abs_bias,ci_length
45,116.0,0.71500003,0.671,0.69200003,0.023000002,0.25100002,0.523,0.78200006,0.333,0.379,0.275,1695.2911,0.75600004,1.13,0.354,1.3230001,1.0,0.68200004,BYM_1S,dynamic,BYM,1S,0.023000002,0.9690001
46,116.0,1.5300001,1.5250001,2.6200001,-1.09,0.287,1.218,1.256,1.0910001,1.095,0.416,0.39600003,0.46500003,0.47900003,0.97700006,2.1030002,0.0,0.112,Linear_1S,stoch,Linear,1S,1.09,1.12600014
47,116.0,2.739,2.572,2.6200001,0.119,0.96000004,0.497,1.1,0.39600003,0.827,0.277,0.33200002,0.19000001,0.42000002,1.36,5.0670004,1.0,1.0,BYM_1S,stoch,BYM,1S,0.119,3.7070004
48,171.0,0.49800003,0.49600002,0.69200003,-0.194,0.07,0.41900003,0.43500003,0.194,0.202,0.28100002,0.201,0.605,0.628,0.367,0.64100003,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.194,0.27400003000000006
49,171.0,0.64400005,0.611,0.69200003,-0.048,0.17300001,0.11400001,0.35200003,0.048,0.157,0.20400001,0.193,0.165,0.509,0.407,1.0710001,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.048,0.6640001
50,171.0,1.881,1.8740001,2.6200001,-0.739,0.263,0.753,0.80700004,0.74,0.74200004,0.28300002,0.291,0.287,0.30800003,1.386,2.4180002,0.0,0.05,Linear_oracle,stoch,Linear,Oracle,0.739,1.0320002
51,171.0,2.437,2.3130002,2.6200001,-0.18300001,0.657,0.185,0.71400005,0.18300001,0.53900003,0.20400001,0.208,0.071,0.272,1.5410001,4.0600004,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.18300001,2.5190003
52,171.0,0.39400002,0.39400002,0.69200003,-0.298,0.07,0.56700003,0.578,0.374,0.379,0.43100002,1682.103,0.82000005,0.83500004,0.26000002,0.53300005,0.0,0.266,Linear_observed,dynamic,Linear,Obs.,0.298,0.27300002999999995
53,171.0,0.794,0.702,0.69200003,0.102000006,0.379,0.41000003,0.794,0.31,0.42000002,0.393,3173.8801,0.592,1.1470001,0.342,1.7580001,1.0,0.702,BYM_observed,dynamic,BYM,Obs.,0.102000006,1.4160001
54,171.0,1.432,1.429,2.6200001,-1.1880001,0.24900001,1.3980001,1.4230001,1.195,1.21,0.45400003,0.43300003,0.53400004,0.54300004,0.957,1.9250001,0.0,0.19000001,Linear_observed,stoch,Linear,Obs.,1.1880001,0.9680001000000001
55,171.0,2.894,2.5600002,2.6200001,0.27400002,1.378,0.87900007,1.6710001,0.70400006,1.1880001,0.377,0.48000002,0.335,0.638,1.2570001,6.3820004,1.0,0.99000007,BYM_observed,stoch,BYM,Obs.,0.27400002,5.1250003
56,171.0,0.40500003,0.4,0.69200003,-0.287,0.079,0.555,0.58400005,0.349,0.381,0.41500002,1595.6251,0.80200005,0.84400004,0.264,0.572,0.0,0.73800004,Linear_3S,dynamic,Linear,3S,0.287,0.30799999999999994
57,171.0,1.4940001,1.4760001,2.6200001,-1.126,0.27800003,1.2370001,1.296,1.126,1.1400001,0.43,0.41900003,0.47200003,0.49500003,0.99200004,2.0740001,0.0,0.268,Linear_3S,stoch,Linear,3S,1.126,1.0820000600000002
58,171.0,0.47700003,0.47500002,0.69200003,-0.215,0.27800003,0.384,0.61200005,0.277,0.395,0.395,1973.2601,0.555,0.88500005,-0.23700002,1.0430001,1.0,0.9480001,BYM_3S,dynamic,BYM,3S,0.215,1.28000012
59,171.0,1.769,1.7580001,2.6200001,-0.851,1.0150001,0.994,1.4860001,0.85700005,1.118,0.4,0.41900003,0.379,0.56700003,-0.8,3.857,1.0,0.998,BYM_3S,stoch,BYM,3S,0.851,4.657
60,171.0,0.62200004,0.619,0.69200003,-0.07,0.106000006,0.46,0.48100004,0.30800003,0.32200003,0.15,3069.4062,0.665,0.69500005,0.425,0.837,1.0,0.402,Linear_1S,dynamic,Linear,1S,0.07,0.412
61,171.0,0.739,0.703,0.69200003,0.047000002,0.20300001,0.314,0.46400002,0.25500003,0.316,0.20600002,3437.0823,0.453,0.67,0.45800003,1.2270001,1.0,0.56200004,BYM_1S,dynamic,BYM,1S,0.047000002,0.7690000699999999
62,171.0,2.269,2.26,2.6200001,-0.351,0.381,0.54,0.67700005,0.43300003,0.53300005,0.164,0.19800001,0.20600002,0.25800002,1.559,3.045,1.0,0.832,Linear_1S,stoch,Linear,1S,0.351,1.486
63,171.0,2.7050002,2.5730002,2.6200001,0.085,0.74600005,0.42700002,0.88500005,0.33200002,0.62600005,0.19900002,0.245,0.163,0.33800003,1.6850001,4.5,1.0,0.994,BYM_1S,stoch,BYM,1S,0.085,2.8149999
64,226.0,0.595,0.59300005,0.69200003,-0.097,0.074,0.17600001,0.224,0.097,0.11400001,0.15100001,0.15200001,0.25500003,0.323,0.45600003,0.74600005,1.0,1.0,Linear_oracle,dynamic,Linear,Oracle,0.097,0.29000002
65,226.0,0.74700004,0.70400006,0.69200003,0.055000003,0.194,0.186,0.45600003,0.065000005,0.16000001,0.194,0.18900001,0.26900002,0.65900004,0.497,1.251,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.055000003,0.7539999999999999
66,226.0,2.253,2.2450001,2.6200001,-0.367,0.279,0.379,0.48800004,0.367,0.39800003,0.15100001,0.15200001,0.14500001,0.186,1.7290001,2.8190002,1.0,1.0,Linear_oracle,stoch,Linear,Oracle,0.367,1.0900001000000001
67,226.0,2.8330002,2.6680002,2.6200001,0.21300001,0.73800004,0.21300001,0.79600006,0.21300001,0.51900005,0.19500001,0.201,0.081,0.30400002,1.8850001,4.756,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.21300001,2.8709999
68,226.0,0.404,0.40300003,0.69200003,-0.28800002,0.07700001,0.432,0.45200002,0.321,0.33,0.416,1056.977,0.624,0.65300006,0.256,0.55700004,0.0,0.33400002,Linear_observed,dynamic,Linear,Obs.,0.28800002,0.30100004
69,226.0,0.38200003,0.711,0.69200003,-0.31,0.77400005,1.116,1.4590001,0.578,0.93500006,0.75100005,6225.306,1.6120001,2.108,-0.93700004,1.0430001,1.0,0.78200006,BYM_observed,dynamic,BYM,Obs.,0.31,1.98000014
70,226.0,1.503,1.4990001,2.6200001,-1.1170001,0.272,1.335,1.366,1.1270001,1.143,0.42700002,0.404,0.51000005,0.521,0.97800004,2.046,0.0,0.22800002,Linear_observed,stoch,Linear,Obs.,1.1170001,1.0679999599999999
71,226.0,1.297,2.4510002,2.6200001,-1.3230001,2.7040002,1.577,3.3160002,1.343,2.3590002,0.69200003,0.94100004,0.60200006,1.266,-3.3140001,3.6000001,1.0,0.708,BYM_observed,stoch,BYM,Obs.,1.3230001,6.9140002
72,226.0,0.49300003,0.48800004,0.69200003,-0.19900002,0.083000004,0.349,0.40100002,0.257,0.294,0.289,1489.911,0.505,0.57900006,0.347,0.67300004,0.0,0.85800004,Linear_3S,dynamic,Linear,3S,0.19900002,0.32600004000000005
73,226.0,1.8390001,1.8230001,2.6200001,-0.781,0.29500002,0.93000007,1.01,0.791,0.83300006,0.29900002,0.29900002,0.35500002,0.386,1.3130001,2.4750001,0.0,0.58400005,Linear_3S,stoch,Linear,3S,0.781,1.162
74,226.0,0.583,0.55600005,0.69200003,-0.109000005,0.164,0.29900002,0.505,0.223,0.31800002,0.23900001,1566.566,0.432,0.73,0.34600002,0.989,1.0,0.91400003,BYM_3S,dynamic,BYM,3S,0.109000005,0.6429999799999999
75,226.0,2.1820002,2.079,2.6200001,-0.43800002,0.609,0.66200006,0.947,0.514,0.744,0.24200001,0.277,0.252,0.36100003,1.3130001,3.7040002,1.0,0.99600005,BYM_3S,stoch,BYM,3S,0.43800002,2.3910001
76,226.0,0.694,0.69000006,0.69200003,0.002,0.108,0.27800003,0.319,0.21900001,0.24100001,0.123,2871.103,0.40100002,0.46,0.49100003,0.91300005,1.0,0.53800005,Linear_1S,dynamic,Linear,1S,0.002,0.42200002
77,226.0,0.82600003,0.786,0.69200003,0.134,0.21400002,0.307,0.54,0.24200001,0.30100003,0.252,3098.922,0.44400004,0.77900004,0.531,1.3620001,1.0,0.61600006,BYM_1S,dynamic,BYM,1S,0.134,0.8310000999999999
78,226.0,2.5570002,2.5440001,2.6200001,-0.063,0.38900003,0.404,0.582,0.316,0.44900003,0.120000005,0.17400001,0.15400001,0.22200002,1.8220001,3.3550003,1.0,0.92600006,Linear_1S,stoch,Linear,1S,0.063,1.5330002
79,226.0,3.058,2.904,2.6200001,0.43800002,0.795,0.596,1.014,0.499,0.71800005,0.23600002,0.29500002,0.22700001,0.38700002,1.9710001,5.0790005,1.0,0.93000007,BYM_1S,stoch,BYM,1S,0.43800002,3.1080004000000003
80,281.0,0.63600004,0.634,0.69200003,-0.056,0.07300001,0.404,0.42100003,0.19600001,0.202,0.109000005,0.21300001,0.58400005,0.609,0.497,0.78300005,1.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.056,0.28600004999999995
81,281.0,0.717,0.69900006,0.69200003,0.025,0.123,0.30800003,0.36800003,0.19600001,0.20600002,0.13100001,0.291,0.44500002,0.532,0.53000003,1.006,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.025,0.47599997000000005
82,281.0,2.3930001,2.3890002,2.6200001,-0.22700001,0.27400002,0.277,0.41000003,0.25300002,0.34100002,0.11100001,0.142,0.106000006,0.157,1.8730001,2.947,1.0,0.82800007,Linear_oracle,stoch,Linear,Oracle,0.22700001,1.0739999
83,281.0,2.7,2.6320002,2.6200001,0.080000006,0.46300003,0.26000002,0.56200004,0.18300001,0.38700002,0.13100001,0.147,0.09900001,0.21400002,1.9950001,3.7900002,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.080000006,1.7950001000000002
84,281.0,0.37800002,0.37800002,0.69200003,-0.314,0.068,0.597,0.606,0.386,0.39100003,0.45400003,1566.3721,0.86200005,0.87500006,0.24700001,0.512,0.0,0.27800003,Linear_observed,dynamic,Linear,Obs.,0.314,0.26499999
85,281.0,0.73200005,0.637,0.69200003,0.040000003,0.35900003,0.33900002,0.73,0.26900002,0.40800002,0.38700002,2895.78,0.49,1.054,0.30400002,1.6380001,1.0,0.694,BYM_observed,dynamic,BYM,Obs.,0.040000003,1.33400008
86,281.0,1.4000001,1.3980001,2.6200001,-1.22,0.246,1.4250001,1.4490001,1.2270001,1.2390001,0.46600002,0.44500002,0.544,0.55300003,0.924,1.8870001,0.0,0.17400001,Linear_observed,stoch,Linear,Obs.,1.22,0.9630001
87,281.0,2.7150002,2.3690002,2.6200001,0.095000006,1.3310001,0.837,1.6090001,0.665,1.1850001,0.381,0.47200003,0.319,0.614,1.1340001,6.0790005,1.0,0.994,BYM_observed,stoch,BYM,Obs.,0.095000006,4.9450004000000005
88,281.0,0.39000002,0.386,0.69200003,-0.30200002,0.075,0.587,0.614,0.36100003,0.393,0.437,1445.2941,0.84800005,0.887,0.254,0.545,0.0,0.73,Linear_3S,dynamic,Linear,3S,0.30200002,0.29100000000000004
89,281.0,1.4740001,1.463,2.6200001,-1.146,0.273,1.248,1.307,1.1470001,1.1580001,0.43800002,0.42800003,0.476,0.499,0.97200006,2.0300002,0.0,0.24400002,Linear_3S,stoch,Linear,3S,1.146,1.0580001399999999
90,281.0,0.56700003,0.505,0.69200003,-0.125,0.252,0.286,0.647,0.216,0.37,0.33800003,1800.8411,0.41300002,0.93500006,0.27400002,1.2850001,1.0,0.97400004,BYM_3S,dynamic,BYM,3S,0.125,1.01100008
91,281.0,2.1520002,1.9110001,2.6200001,-0.46800002,0.957,0.646,1.2160001,0.522,0.966,0.33800003,0.36800003,0.24700001,0.46400002,1.049,4.893,1.0,1.0,BYM_3S,stoch,BYM,3S,0.46800002,3.844
92,281.0,0.64400005,0.64000005,0.69200003,-0.048,0.104,0.48000002,0.499,0.319,0.33200002,0.135,3026.172,0.694,0.721,0.45200002,0.85700005,1.0,0.37,Linear_1S,dynamic,Linear,1S,0.048,0.40500003
93,281.0,0.71300006,0.70000005,0.69200003,0.021000002,0.14,0.39200002,0.446,0.294,0.316,0.155,3245.4531,0.56600004,0.64400005,0.483,1.031,1.0,0.50200003,BYM_1S,dynamic,BYM,1S,0.021000002,0.5479999999999999
94,281.0,2.424,2.411,2.6200001,-0.19600001,0.39000002,0.44900003,0.615,0.35500002,0.47800002,0.135,0.18100001,0.171,0.23500001,1.705,3.223,1.0,0.89400005,Linear_1S,stoch,Linear,1S,0.19600001,1.5179999999999998
95,281.0,2.6890001,2.637,2.6200001,0.069000006,0.528,0.425,0.702,0.32700002,0.521,0.15400001,0.20400001,0.162,0.268,1.8230001,3.88,1.0,0.97400004,BYM_1S,stoch,BYM,1S,0.069000006,2.0569999
96,336.0,0.597,0.596,0.69200003,-0.095000006,0.074,0.21300001,0.24700001,0.095000006,0.11800001,0.148,0.13700001,0.307,0.35700002,0.45800003,0.74600005,1.0,0.906,Linear_oracle,dynamic,Linear,Oracle,0.095000006,0.28800002
97,336.0,0.74100006,0.721,0.69200003,0.049000002,0.142,0.11000001,0.30400002,0.049000002,0.128,0.15900001,0.16600001,0.16000001,0.439,0.52000004,1.074,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.049000002,0.5539999600000001
98,336.0,2.259,2.252,2.6200001,-0.36100003,0.277,0.367,0.476,0.36100003,0.39400002,0.149,0.15300001,0.14,0.18200001,1.7350001,2.8170002,1.0,0.966,Linear_oracle,stoch,Linear,Oracle,0.36100003,1.0820001
99,336.0,2.805,2.73,2.6200001,0.185,0.53800005,0.187,0.59800005,0.185,0.423,0.15900001,0.162,0.072000004,0.22800002,1.9720001,4.0680003,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.185,2.0960001999999998
100,336.0,0.30200002,0.30100003,0.69200003,-0.39000002,0.066,0.54200006,0.55300003,0.40300003,0.40600002,0.564,598.117,0.78300005,0.799,0.17400001,0.43100002,0.0,0.252,Linear_observed,dynamic,Linear,Obs.,0.39000002,0.25700000999999995
101,336.0,-0.23,-0.18200001,0.69200003,-0.92200005,0.51600003,1.393,1.542,0.92200005,0.952,1.3330001,3215.967,2.013,2.2280002,-0.88100004,0.324,0.0,0.314,BYM_observed,dynamic,BYM,Obs.,0.92200005,1.20500004
102,336.0,1.144,1.1420001,2.6200001,-1.4760001,0.23900001,1.6520001,1.6710001,1.4770001,1.4790001,0.564,0.53400004,0.63000005,0.638,0.67700005,1.6140001,0.0,0.060000002,Linear_observed,stoch,Linear,Obs.,1.4760001,0.93700005
103,336.0,-0.827,-0.648,2.6200001,-3.4470003,1.8720001,3.5690002,4.0820003,3.4470003,3.4480002,1.3160001,1.332,1.3620001,1.5580001,-3.1940002,1.1830001,0.0,0.008,BYM_observed,stoch,BYM,Obs.,3.4470003,4.377000300000001
104,336.0,0.409,0.40500003,0.69200003,-0.28300002,0.075,0.448,0.476,0.32000002,0.34100002,0.41000003,1137.672,0.647,0.68700004,0.27400002,0.568,0.0,0.648,Linear_3S,dynamic,Linear,3S,0.28300002,0.29399997999999994
105,336.0,1.5380001,1.524,2.6200001,-1.082,0.273,1.2160001,1.2670001,1.0830001,1.0960001,0.41300002,0.397,0.46400002,0.483,1.042,2.118,0.0,0.24200001,Linear_3S,stoch,Linear,3S,1.082,1.0759999999999998
106,336.0,0.492,0.46100003,0.69200003,-0.2,0.15400001,0.33400002,0.48700002,0.24400002,0.32900003,0.33200002,1230.42,0.48200002,0.70400006,0.28100002,0.90000004,1.0,0.832,BYM_3S,dynamic,BYM,3S,0.2,0.61900002
107,336.0,1.8550001,1.738,2.6200001,-0.76500005,0.582,0.93600005,1.133,0.78200006,0.93200004,0.33400002,0.34,0.35700002,0.432,1.0710001,3.4120002,1.0,0.97400004,BYM_3S,stoch,BYM,3S,0.76500005,2.3410001
108,336.0,0.569,0.56700003,0.69200003,-0.123,0.093,0.34800002,0.37300003,0.24900001,0.261,0.19100001,2198.174,0.503,0.53900003,0.395,0.757,1.0,0.45800003,Linear_1S,dynamic,Linear,1S,0.123,0.362
109,336.0,0.684,0.657,0.69200003,-0.008,0.17,0.24400002,0.423,0.19100001,0.263,0.18400002,2385.321,0.35200003,0.61200005,0.43600002,1.1090001,1.0,0.614,BYM_1S,dynamic,BYM,1S,0.008,0.67300008
110,336.0,2.1220002,2.1130002,2.6200001,-0.49800003,0.34100002,0.65900004,0.754,0.53900003,0.597,0.2,0.21700001,0.25100002,0.28800002,1.4840001,2.811,1.0,0.69200003,Linear_1S,stoch,Linear,1S,0.49800003,1.3269999
111,336.0,2.5560002,2.453,2.6200001,-0.064,0.634,0.425,0.78300005,0.326,0.588,0.18400002,0.22900002,0.162,0.29900002,1.6350001,4.1480002,1.0,0.98800004,BYM_1S,stoch,BYM,1S,0.064,2.5130001
112,391.0,0.69900006,0.69600004,0.69200003,0.007,0.083000004,0.257,0.291,0.155,0.16100001,0.095000006,0.223,0.37100002,0.42000002,0.544,0.86700004,1.0,0.93200004,Linear_oracle,dynamic,Linear,Oracle,0.007,0.32300003999999993
113,391.0,0.85800004,0.823,0.69200003,0.16600001,0.187,0.21800001,0.395,0.16700001,0.224,0.26500002,0.38000003,0.31500003,0.57000005,0.59300005,1.32,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.16600001,0.7269999500000001
114,391.0,2.6360002,2.6260002,2.6200001,0.016,0.31,0.18300001,0.38700002,0.13100001,0.286,0.095000006,0.109000005,0.07,0.148,2.052,3.2670002,1.0,0.98200005,Linear_oracle,stoch,Linear,Oracle,0.016,1.2150002
115,391.0,3.2400002,3.107,2.6200001,0.62,0.708,0.707,1.031,0.62,0.702,0.26200002,0.257,0.27,0.393,2.2410002,4.993,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.62,2.7519998
116,391.0,0.30200002,0.3,0.69200003,-0.39000002,0.069000006,0.587,0.59800005,0.41200003,0.416,0.564,845.26306,0.84900004,0.86500007,0.16700001,0.439,0.0,0.30800003,Linear_observed,dynamic,Linear,Obs.,0.39000002,0.27199998999999997
117,391.0,-0.254,-0.15100001,0.69200003,-0.94600004,0.386,1.4210001,1.5230001,0.94600004,0.96500003,1.3670001,2948.778,2.0530002,2.2,-0.86200005,0.147,0.0,0.26200002,BYM_observed,dynamic,BYM,Obs.,0.94600004,1.00900005
118,391.0,1.1290001,1.123,2.6200001,-1.491,0.24800001,1.6630001,1.6840001,1.491,1.4940001,0.569,0.54200006,0.63500005,0.643,0.647,1.6190001,0.0,0.064,Linear_observed,stoch,Linear,Obs.,1.491,0.9720001
119,391.0,-0.90200007,-0.574,2.6200001,-3.522,1.342,3.6440003,3.946,3.522,3.522,1.3440001,1.3620001,1.391,1.506,-3.0000002,0.541,0.0,0.0,BYM_observed,stoch,BYM,Obs.,3.522,3.5410002
120,391.0,0.41500002,0.41200003,0.69200003,-0.277,0.080000006,0.499,0.528,0.33400002,0.36,0.40100002,1454.2511,0.721,0.763,0.268,0.57900006,0.0,0.698,Linear_3S,dynamic,Linear,3S,0.277,0.31100006
121,391.0,1.6660001,1.6570001,2.6200001,-0.95400006,0.32000002,1.0830001,1.1650001,0.957,0.99100006,0.365,0.36100003,0.41300002,0.44500002,1.067,2.3170002,0.0,0.46400002,Linear_3S,stoch,Linear,3S,0.95400006,1.2500002
122,391.0,0.509,0.522,0.69200003,-0.18300001,0.28800002,0.32900003,0.66400003,0.23900001,0.404,0.38300002,1519.9971,0.47500002,0.95900005,0.009000001,1.098,1.0,0.89400005,BYM_3S,dynamic,BYM,3S,0.18300001,1.088999999
123,391.0,2.0240002,2.085,2.6200001,-0.596,1.1520001,0.8,1.4580001,0.638,1.0940001,0.377,0.418,0.305,0.55700004,0.023000002,4.355,1.0,1.0,BYM_3S,stoch,BYM,3S,0.596,4.331999998000001
124,391.0,0.708,0.70500004,0.69200003,0.016,0.10700001,0.38900003,0.41500002,0.29700002,0.307,0.125,3412.6511,0.56100005,0.59900004,0.508,0.9250001,1.0,0.36800003,Linear_1S,dynamic,Linear,1S,0.016,0.4170001
125,391.0,0.781,0.76400006,0.69200003,0.089,0.15100001,0.30200002,0.40100002,0.25100002,0.3,0.18900001,3558.611,0.437,0.57900006,0.52900004,1.126,1.0,0.52000004,BYM_1S,dynamic,BYM,1S,0.089,0.5969999599999999
126,391.0,2.8820002,2.8690002,2.6200001,0.26200002,0.44200003,0.518,0.70000005,0.397,0.52900004,0.156,0.21400002,0.19800001,0.26700002,2.059,3.775,1.0,0.91200006,Linear_1S,stoch,Linear,1S,0.26200002,1.7159999999999997
127,391.0,3.1710002,3.1030002,2.6200001,0.551,0.615,0.71800005,0.96500003,0.58900005,0.725,0.24400002,0.29700002,0.27400002,0.36800003,2.1330001,4.5600004,1.0,0.878,BYM_1S,stoch,BYM,1S,0.551,2.4270003
128,446.0,0.52400005,0.523,0.69200003,-0.16800001,0.068,0.32200003,0.34300002,0.16800001,0.17300001,0.24400002,0.201,0.46500003,0.49600002,0.395,0.66,0.0,0.896,Linear_oracle,dynamic,Linear,Oracle,0.16800001,0.265
129,446.0,0.65500003,0.62700003,0.69200003,-0.037,0.16100001,0.062000003,0.312,0.037,0.14,0.18400002,0.18200001,0.089,0.45100003,0.43300003,1.067,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.037,0.63399997
130,446.0,1.9820001,1.978,2.6200001,-0.638,0.257,0.656,0.71400005,0.638,0.64100003,0.24400002,0.24800001,0.25100002,0.273,1.498,2.4950001,0.0,0.05,Linear_oracle,stoch,Linear,Oracle,0.638,0.9970001
131,446.0,2.479,2.3720002,2.6200001,-0.141,0.609,0.148,0.656,0.141,0.48700002,0.18400002,0.186,0.056,0.25100002,1.6430001,4.039,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.141,2.3959998999999996
132,446.0,0.30400002,0.30400002,0.69200003,-0.388,0.07,0.568,0.58000004,0.40600002,0.41000003,0.56,711.68604,0.82100004,0.837,0.17,0.44200003,0.0,0.32000002,Linear_observed,dynamic,Linear,Obs.,0.388,0.27200002999999995
133,446.0,0.45600003,0.38200003,0.69200003,-0.23600002,0.26200002,0.4,0.72200006,0.29500002,0.416,0.45200002,963.7861,0.577,1.0430001,0.178,1.1780001,1.0,0.614,BYM_observed,dynamic,BYM,Obs.,0.23600002,1.0000001
134,446.0,1.1470001,1.1450001,2.6200001,-1.473,0.254,1.6470001,1.6700001,1.4740001,1.4770001,0.56200004,0.53400004,0.629,0.637,0.66,1.6470001,0.0,0.068,Linear_observed,stoch,Linear,Obs.,1.473,0.9870001
135,446.0,1.7240001,1.44,2.6200001,-0.896,0.98200005,1.159,1.5350001,0.929,1.25,0.45000002,0.46100003,0.44200003,0.586,0.697,4.4290004,1.0,0.97800004,BYM_observed,stoch,BYM,Obs.,0.896,3.7320003999999996
136,446.0,0.377,0.374,0.69200003,-0.31500003,0.074,0.513,0.537,0.349,0.37,0.455,1044.447,0.74100006,0.776,0.24100001,0.53000003,0.0,0.632,Linear_3S,dynamic,Linear,3S,0.31500003,0.28900001999999997
137,446.0,1.419,1.409,2.6200001,-1.2010001,0.27100003,1.3260001,1.371,1.2010001,1.207,0.45800003,0.44000003,0.50600004,0.523,0.92,1.973,0.0,0.16600001,Linear_3S,stoch,Linear,3S,1.2010001,1.053
138,446.0,0.54800004,0.50200003,0.69200003,-0.14400001,0.20300001,0.316,0.59800005,0.23400001,0.35900003,0.31300002,1251.675,0.45700002,0.86500007,0.27100003,1.0580001,1.0,0.87200004,BYM_3S,dynamic,BYM,3S,0.14400001,0.7870000700000002
139,446.0,2.071,1.8950001,2.6200001,-0.549,0.76500005,0.76500005,1.118,0.596,0.90300006,0.31300002,0.33800003,0.29200003,0.42700002,1.034,3.9970002,1.0,1.0,BYM_3S,stoch,BYM,3S,0.549,2.9630001999999998
140,446.0,0.546,0.544,0.69200003,-0.14600001,0.089,0.407,0.42700002,0.27400002,0.28500003,0.21700001,2060.7551,0.588,0.61700004,0.381,0.72400004,1.0,0.41400003,Linear_1S,dynamic,Linear,1S,0.14600001,0.34300003999999995
141,446.0,0.757,0.71000004,0.69200003,0.065000005,0.23400001,0.266,0.536,0.21400002,0.303,0.25,2523.312,0.38500002,0.77400005,0.437,1.3290001,1.0,0.66200006,BYM_1S,dynamic,BYM,1S,0.065000005,0.8920001
142,446.0,2.0370002,2.029,2.6200001,-0.583,0.32900003,0.726,0.80700004,0.60200006,0.65000004,0.22700001,0.23500001,0.277,0.30800003,1.429,2.69,1.0,0.574,Linear_1S,stoch,Linear,1S,0.583,1.261
143,446.0,2.835,2.6550002,2.6200001,0.215,0.878,0.46400002,1.016,0.377,0.73600006,0.246,0.294,0.177,0.388,1.6380001,4.992,1.0,0.99600005,BYM_1S,stoch,BYM,1S,0.215,3.3539999
144,501.0,0.437,0.43500003,0.69200003,-0.25500003,0.066,0.44000003,0.45600003,0.25500003,0.256,0.36900002,0.33100003,0.63500005,0.65800005,0.31300002,0.57100004,0.0,0.1,Linear_oracle,dynamic,Linear,Oracle,0.25500003,0.25800002000000005
145,501.0,0.827,0.78200006,0.69200003,0.135,0.261,0.48800004,0.75000006,0.179,0.26900002,0.30100003,0.27600002,0.70600003,1.0830001,0.45600003,1.483,1.0,1.0,BYM_oracle,dynamic,BYM,Oracle,0.135,1.02699997
146,501.0,1.6530001,1.6470001,2.6200001,-0.96700007,0.24800001,1.0070001,1.0430001,0.96700007,0.96700007,0.36900002,0.36900002,0.384,0.39800003,1.1880001,2.16,0.0,0.0,Linear_oracle,stoch,Linear,Oracle,0.96700007,0.9719999000000001
147,501.0,3.1430001,2.969,2.6200001,0.523,0.99000007,0.526,1.154,0.523,0.814,0.30400002,0.32200003,0.201,0.44000003,1.7340001,5.6330004,1.0,1.0,BYM_oracle,stoch,BYM,Oracle,0.523,3.8990003
148,501.0,0.238,0.238,0.69200003,-0.45400003,0.07300001,0.646,0.657,0.462,0.46600002,0.656,495.273,0.934,0.94900006,0.097,0.38200003,0.0,0.25800002,Linear_observed,dynamic,Linear,Obs.,0.45400003,0.28500002999999996
149,501.0,0.34100002,0.29500002,0.69200003,-0.351,0.2,0.47100002,0.66700006,0.35700002,0.45900002,0.545,732.666,0.68,0.96400005,0.089,0.88400006,1.0,0.476,BYM_observed,dynamic,BYM,Obs.,0.351,0.79500006
150,501.0,0.901,0.89900005,2.6200001,-1.7190001,0.26000002,1.8740001,1.894,1.7190001,1.7190001,0.656,0.632,0.71500003,0.72300005,0.397,1.419,0.0,0.022000002,Linear_observed,stoch,Linear,Obs.,1.7190001,1.022
151,501.0,1.3050001,1.1290001,2.6200001,-1.315,0.74200004,1.516,1.7,1.3160001,1.452,0.53900003,0.531,0.57900006,0.64900005,0.386,3.338,1.0,0.87000006,BYM_observed,stoch,BYM,Obs.,1.315,2.952
152,501.0,0.34800002,0.347,0.69200003,-0.344,0.076000005,0.564,0.58400005,0.377,0.395,0.497,1136.0421,0.814,0.84400004,0.208,0.50200003,0.0,0.59400004,Linear_3S,dynamic,Linear,3S,0.344,0.2940000300000001
153,501.0,1.3390001,1.3360001,2.6200001,-1.281,0.28500003,1.4020001,1.4490001,1.281,1.2870001,0.48900002,0.47200003,0.535,0.55300003,0.80100006,1.9100001,0.0,0.13000001,Linear_3S,stoch,Linear,3S,1.281,1.10900004
154,501.0,0.43400002,0.40100002,0.69200003,-0.25800002,0.19800001,0.41900003,0.68,0.303,0.393,0.42400002,1375.5651,0.606,0.98300004,0.11800001,0.95000005,1.0,0.84200007,BYM_3S,dynamic,BYM,3S,0.25800002,0.8320000399999999
